"cust","sampleid","date","cds","sales"
18138,1781,1998-06-02,3,30.36
18150,1782,1997-03-05,3,38.9
18165,1783,1997-03-05,5,63.85
18165,1783,1997-06-11,4,56.06
18166,1784,1997-03-05,1,11.77
18183,1785,1997-03-05,1,12.77
18187,1786,1997-03-05,1,8.97
18187,1786,1997-03-18,1,9.77
18187,1786,1997-05-30,1,7.98
18187,1786,1997-06-02,1,7.78
18187,1786,1998-05-14,1,2.49
18187,1786,1998-05-14,1,5.49
18187,1786,1998-05-14,1,11.99
18187,1786,1998-05-26,1,27.99
18187,1786,1998-06-10,1,9.49
18187,1786,1998-06-10,1,10.49
18198,1787,1997-03-05,3,41.7
18213,1788,1997-03-05,1,11.77
18215,1789,1997-03-05,3,30.91
18215,1789,1997-03-25,3,26.73
18215,1789,1997-10-11,3,36.47
18215,1789,1997-10-30,5,49.45
18215,1789,1997-12-19,4,40.96
18215,1789,1998-02-03,5,69.45
18215,1789,1998-02-12,3,43.97
18215,1789,1998-03-06,2,24.77
18215,1789,1998-04-07,5,46.87
18226,1790,1997-03-05,2,24.98
18226,1790,1997-04-23,1,12.97
18226,1790,1997-05-21,3,55.79
18226,1790,1997-05-30,1,10.77
18226,1790,1997-07-25,2,21.58
18226,1790,1997-08-14,3,54.71
18226,1790,1997-09-06,1,11.77
18232,1791,1997-03-05,2,16.73
18235,1792,1997-03-05,1,14.99
18235,1792,1997-07-06,2,29.98
18235,1792,1998-03-05,3,43.86
18249,1793,1997-03-05,3,43.11
18261,1794,1997-03-05,1,11.77
18261,1794,1997-04-11,1,11.77
18261,1794,1997-08-26,4,71.67
18261,1794,1997-11-12,2,50.98
18261,1794,1998-01-09,6,80.44
18261,1794,1998-02-26,3,37.45
18261,1794,1998-03-08,1,11.88
18261,1794,1998-03-22,1,9.49
18268,1795,1997-03-05,2,32.48
18268,1795,1997-03-20,1,21.99
18268,1795,1997-04-07,1,27.99
18268,1795,1997-04-14,1,28.99
18272,1796,1997-03-05,1,18.76
18289,1797,1997-03-05,2,25.74
12191,1798,1997-03-06,11,144.68
12191,1798,1997-03-07,2,26.14
12191,1798,1997-03-30,5,84.04
12191,1798,1997-05-13,6,82.45
12191,1798,1997-10-08,6,80.44
12191,1798,1997-11-23,5,64.45
12191,1798,1998-01-06,5,66.45
18310,1799,1997-03-06,1,10.77
18326,1800,1997-03-06,3,79.51
18326,1800,1997-07-25,4,105.26
18326,1800,1998-03-29,7,95.93
18329,1801,1997-03-06,2,29.98
18341,1802,1997-03-06,1,18.76
18356,1803,1997-03-06,1,18.36
18372,1804,1997-03-06,4,55.89
18388,1805,1997-03-06,4,57.27
18402,1806,1997-03-06,1,10.77
18418,1807,1997-03-06,2,40.74
18424,1808,1997-03-06,2,21.54
18424,1808,1997-03-25,3,40.49
18424,1808,1997-04-23,3,38.11
18424,1808,1997-06-23,2,24.14
18424,1808,1997-08-13,4,48.86
18424,1808,1997-09-29,3,60.97
18424,1808,1997-10-10,2,20.48
18424,1808,1997-11-21,2,29.98
18424,1808,1997-12-10,2,26.48
18424,1808,1997-12-21,1,13.99
18424,1808,1998-02-10,2,27
18424,1808,1998-02-26,4,86.02
18424,1808,1998-03-24,1,11.18
18424,1808,1998-04-02,1,51.08
18424,1808,1998-04-08,1,16.49
18424,1808,1998-04-08,3,40.56
18434,1809,1997-03-06,1,11.77
18452,1810,1997-03-06,6,84.79
18469,1811,1997-03-06,1,15.36
18475,1812,1997-03-06,3,45.9
18475,1812,1997-08-01,6,87.4
18475,1812,1998-01-08,1,15.99
18475,1812,1998-05-29,4,55.46
18484,1813,1997-03-06,1,4.79
18502,1814,1997-03-06,1,14.37
18516,1815,1997-03-06,2,28.74
18516,1815,1998-01-03,2,22.98
18535,1816,1997-03-06,3,52.71
18552,1817,1997-03-06,1,16.36
18552,1817,1997-10-27,2,12.98
18552,1817,1997-11-18,1,15.49
18564,1818,1997-03-06,2,26.14
18564,1818,1997-11-19,7,70.93
18576,1819,1997-03-06,2,26.73
18580,1820,1997-03-06,5,75.44
18580,1820,1997-04-09,5,50.78
18580,1820,1997-04-10,3,40.46
18580,1820,1997-04-22,3,42.7
18580,1820,1997-04-28,3,35.33
18580,1820,1997-04-28,1,11.77
18580,1820,1997-05-11,4,52.67
18580,1820,1997-06-19,5,70.85
18580,1820,1997-07-16,4,107.87
18580,1820,1997-07-16,1,16.65
18580,1820,1997-08-01,6,80.2
18580,1820,1997-08-17,2,52.34
18580,1820,1997-10-02,3,50.47
18580,1820,1997-10-02,3,43.47
18580,1820,1997-11-12,3,44.97
18580,1820,1997-11-23,10,200.4
18580,1820,1998-01-14,6,82.94
18580,1820,1998-01-22,6,82.94
18580,1820,1998-04-20,3,60.97
18586,1821,1997-03-06,3,37.12
18586,1821,1997-04-07,4,56.68
18586,1821,1997-05-19,2,23.49
18586,1821,1997-09-13,2,17.98
18586,1821,1997-09-19,1,9.49
18586,1821,1997-10-30,4,48.46
18589,1822,1997-03-06,3,41.11
18589,1822,1997-05-17,5,63.43
18589,1822,1997-09-15,3,32.47
18596,1823,1997-03-06,2,21.74
18611,1824,1997-03-06,4,57.48
18611,1824,1998-04-18,3,39.47
18617,1825,1997-03-06,1,11.77
18617,1825,1997-04-10,3,48.31
18617,1825,1997-12-17,3,42.47
18617,1825,1998-04-04,1,15.49
18617,1825,1998-04-15,1,11.99
18629,1826,1997-03-06,4,96.72
18629,1826,1997-03-13,1,18.99
18629,1826,1997-03-28,2,52.98
18629,1826,1997-04-04,2,37.98
18629,1826,1997-05-01,2,72.98
18629,1826,1997-10-26,1,4.99
13280,1827,1997-03-07,1,11.77
13280,1827,1997-07-31,2,27.94
18066,1828,1997-03-07,1,13.97
18360,1829,1997-03-07,1,15.76
18360,1829,1997-03-14,4,63.04
18634,1830,1997-03-07,6,93.76
18640,1831,1997-03-07,1,13.97
18640,1831,1997-07-31,1,11.77
18672,1832,1997-03-07,3,40.53
18687,1833,1997-03-07,1,22.99
18696,1834,1997-03-07,1,14.3
18696,1834,1997-07-23,1,28.77
18696,1834,1998-02-10,3,29.47
18696,1834,1998-02-22,4,47.96
18696,1834,1998-03-17,1,12.49
18705,1835,1997-03-07,1,16.99
18711,1836,1997-03-07,2,24.74
18711,1836,1997-03-12,1,6.77
18723,1837,1997-03-07,1,11.77
18733,1838,1997-03-07,2,29.13
18752,1839,1997-03-07,6,76.2
18752,1839,1997-10-15,3,40.97
18756,1840,1997-03-07,1,5.78
18756,1840,1997-03-19,1,32.99
18770,1841,1997-03-07,1,13.97
18771,1842,1997-03-07,2,21.54
18771,1842,1997-06-15,3,36.7
18778,1843,1997-03-07,2,30.15
18778,1843,1997-03-20,1,14.79
18778,1843,1997-06-03,4,58.26
18778,1843,1997-06-17,3,44.88
18778,1843,1997-08-21,3,41.69
18778,1843,1997-09-29,3,40.97
18778,1843,1997-12-08,2,31.48
18778,1843,1998-03-05,2,25.98
18778,1843,1998-06-17,3,42.97
18785,1844,1997-03-07,1,14.37
18802,1845,1997-03-07,1,15.36
18802,1845,1997-08-29,1,14.96
18802,1845,1998-02-09,1,11.18
18806,1846,1997-03-07,2,27.13
18827,1847,1997-03-07,1,15.96
18856,1848,1997-03-07,1,5.78
18857,1849,1997-03-07,1,17.9
18857,1849,1997-09-12,1,12.99
18857,1849,1997-11-12,5,61.45
18857,1849,1997-12-19,1,12.99
18875,1850,1997-03-07,1,19.99
18891,1851,1997-03-07,2,13.96
18891,1851,1997-05-14,1,14.99
18898,1852,1997-03-07,4,62.11
18913,1853,1997-03-07,1,13.7
18913,1853,1997-03-21,1,18.99
18914,1854,1997-03-07,1,10.77
18919,1855,1997-03-07,1,14.96
18919,1855,1997-03-18,3,43.89
11179,1856,1997-03-08,1,12.49
11179,1856,1997-09-08,1,12.25
11179,1856,1997-12-13,1,12.49
15045,1857,1997-03-08,2,24.73
15045,1857,1998-02-20,1,11.88
17625,1858,1997-03-08,1,19.99
17625,1858,1998-03-25,1,13.99
17625,1858,1998-04-02,1,15.49
18652,1859,1997-03-08,1,15.36
18764,1860,1997-03-08,3,41.69
18764,1860,1997-03-10,1,30.97
18764,1860,1997-05-28,5,49.25
18764,1860,1997-05-31,1,12.77
18764,1860,1997-06-28,2,31.32
18764,1860,1997-08-16,3,57.69
18764,1860,1997-09-05,1,14.37
18764,1860,1997-09-24,3,57.47
18764,1860,1997-10-26,4,23.46
18764,1860,1997-12-06,2,42.98
18764,1860,1997-12-06,3,60.47
18764,1860,1998-01-01,4,47.46
18764,1860,1998-02-12,3,58.47
18764,1860,1998-02-23,3,51.06
18764,1860,1998-03-24,2,24.07
18764,1860,1998-05-13,2,48.96
18764,1860,1998-05-22,2,22.98
18841,1861,1997-03-08,2,38.06
18933,1862,1997-03-08,3,45.49
18933,1862,1997-03-08,3,45.49
18935,1863,1997-03-08,1,19.99
18935,1863,1997-09-24,1,2.99
18948,1864,1997-03-08,3,35.31
18950,1865,1997-03-08,1,21.99
18950,1865,1997-08-23,1,11.77
18964,1866,1997-03-08,1,14.37
18977,1867,1997-03-08,2,20.35
19002,1868,1997-03-08,5,89.49
19023,1869,1997-03-08,3,45.88
19023,1869,1997-12-12,2,26.98
19042,1870,1997-03-08,1,10.77
19067,1871,1997-03-08,1,14.99
19067,1871,1998-02-27,1,12.99
19068,1872,1997-03-08,1,25.99
19068,1872,1997-03-25,3,44.69
19079,1873,1997-03-08,1,5.98
19079,1873,1997-05-14,1,9.7
19084,1874,1997-03-08,2,29.92
19084,1874,1997-12-21,1,14.49
19097,1875,1997-03-08,1,25.77
19097,1875,1997-12-13,6,74.94
19105,1876,1997-03-08,4,68.89
19105,1876,1997-08-24,1,14.37
19105,1876,1998-04-12,1,15.49
19110,1877,1997-03-08,1,14.96
19128,1878,1997-03-08,1,12.97
19128,1878,1997-03-14,1,11.77
19128,1878,1997-05-22,1,11.77
19128,1878,1997-11-11,1,15.49
19131,1879,1997-03-08,1,14.99
19153,1880,1997-03-08,2,23.54
19153,1880,1997-03-08,4,47.28
19171,1881,1997-03-08,3,43.69
19175,1882,1997-03-08,1,14.99
19175,1882,1997-05-27,1,9.99
19183,1883,1997-03-08,1,6.79
19183,1883,1998-03-01,1,11.88
14269,1884,1997-03-09,3,36.11
14269,1884,1997-11-08,3,41.97
14269,1884,1998-04-17,4,58.89
14269,1884,1998-05-25,3,43.97
17068,1885,1997-03-09,5,42.34
17913,1886,1997-03-09,1,11.77
17913,1886,1997-07-01,1,13.97
17913,1886,1998-03-09,1,15.49
17913,1886,1998-06-10,2,25.48
19060,1887,1997-03-09,5,70.64
19060,1887,1997-03-23,3,74.32
19060,1887,1997-04-11,2,9.58
19060,1887,1997-05-10,1,15.36
19060,1887,1997-05-14,1,13.97
19060,1887,1997-05-18,1,13.77
19060,1887,1997-05-25,1,13.97
19060,1887,1997-06-05,1,14.79
19060,1887,1997-06-07,1,14.79
19060,1887,1997-06-09,1,14.79
19060,1887,1997-06-19,2,29.16
19060,1887,1997-06-29,2,30.73
19060,1887,1997-08-09,1,13.97
19060,1887,1997-08-16,1,13.97
19060,1887,1997-08-19,1,9.98
19060,1887,1997-08-23,1,14.37
19060,1887,1997-10-05,1,6.49
19060,1887,1997-10-16,1,12.99
19060,1887,1997-10-16,1,15.99
19060,1887,1997-10-16,1,11.49
19060,1887,1997-10-18,1,14.99
19060,1887,1997-11-02,2,31.48
19060,1887,1997-11-09,1,13.99
19060,1887,1997-11-21,1,43.99
19060,1887,1997-12-13,2,30.48
19060,1887,1998-01-10,3,44.47
19060,1887,1998-01-19,1,15.99
19060,1887,1998-02-16,3,45.47
19060,1887,1998-04-12,1,11.88
19060,1887,1998-04-15,2,30.98
19060,1887,1998-04-26,3,41.95
19060,1887,1998-05-02,2,27.48
19060,1887,1998-06-01,1,15.49
19060,1887,1998-06-05,1,12.99
19198,1888,1997-03-09,2,80.73
19198,1888,1997-11-18,4,42.46
19207,1889,1997-03-09,6,52.44
19207,1889,1997-07-01,4,59.65
19207,1889,1997-10-03,16,181.84
19207,1889,1997-10-09,1,11.99
19207,1889,1997-10-09,1,11.49
19207,1889,1997-10-09,1,15.49
19207,1889,1997-10-15,1,12.99
19207,1889,1997-11-22,1,12.49
19207,1889,1997-11-27,1,14.99
19207,1889,1997-12-10,1,12.49
19207,1889,1998-01-09,1,13.99
19207,1889,1998-03-22,2,25.98
19207,1889,1998-06-12,2,30.98
19220,1890,1997-03-09,2,56.96
19237,1891,1997-03-09,3,45.28
19237,1891,1997-06-09,1,13.97
19237,1891,1997-07-31,1,14.96
19240,1892,1997-03-09,1,17.99
19255,1893,1997-03-09,1,12.49
19259,1894,1997-03-09,1,11.77
19259,1894,1997-03-22,2,45.73
19259,1894,1997-04-17,1,14.79
19259,1894,1997-08-14,1,13.77
19259,1894,1997-11-08,2,23.98
19270,1895,1997-03-09,2,25.96
19286,1896,1997-03-09,2,29.96
19286,1896,1998-03-09,2,26.56
19303,1897,1997-03-09,2,29.96
19303,1897,1997-11-02,2,32.48
19315,1898,1997-03-09,1,14.99
19320,1899,1997-03-09,2,26.14
19320,1899,1997-06-02,2,22.54
19320,1899,1997-12-11,9,104.41
19320,1899,1998-01-26,1,10.49
19320,1899,1998-01-29,4,35.46
19320,1899,1998-02-26,6,128.79
19320,1899,1998-03-17,2,29.76
19320,1899,1998-03-22,2,27.48
19320,1899,1998-06-25,2,26.48
19332,1900,1997-03-09,1,22.77
19339,1901,1997-03-09,5,69.63
19339,1901,1997-03-09,7,97.77
19339,1901,1997-03-09,1,92.99
19339,1901,1997-03-10,5,79.62
19339,1901,1997-03-11,3,225.97
19339,1901,1997-03-11,5,137.54
19339,1901,1997-03-13,3,92.56
19339,1901,1997-03-13,6,81.82
19339,1901,1997-03-15,8,102.16
19339,1901,1997-03-15,7,86.4
19339,1901,1997-03-16,2,25.98
19339,1901,1997-03-16,2,31.32
19339,1901,1997-03-16,7,89.96
19339,1901,1997-03-18,6,78.8
19339,1901,1997-03-18,8,115.27
19339,1901,1997-03-18,9,117.9
19339,1901,1997-03-18,4,46.88
19339,1901,1997-03-18,19,262.99
19339,1901,1997-03-19,9,132.25
19339,1901,1997-03-19,8,110.14
19339,1901,1997-03-19,4,50.27
19339,1901,1997-03-20,7,159.31
19339,1901,1997-03-20,13,180.74
19339,1901,1997-03-20,15,368.85
19339,1901,1997-03-20,18,260.88
19339,1901,1997-03-20,3,74.97
19339,1901,1997-03-20,10,199.9
19339,1901,1997-03-20,6,289.94
19339,1901,1997-03-20,1,19.99
19339,1901,1997-03-21,24,384.16
19339,1901,1997-03-21,9,183.32
19339,1901,1997-03-21,5,73.84
19339,1901,1997-03-22,3,45.34
19339,1901,1997-03-23,5,75.39
19339,1901,1997-03-23,4,73.28
19339,1901,1997-03-23,7,102.35
19339,1901,1997-03-24,3,38.35
19339,1901,1997-03-25,4,114.96
19339,1901,1997-03-25,1,19.99
19339,1901,1997-03-25,3,71.7
19339,1901,1997-03-26,9,219.88
19339,1901,1997-03-27,4,80.92
19339,1901,1997-03-27,2,28.73
19339,1901,1997-03-27,11,156.24
19339,1901,1997-03-28,8,113.53
19339,1901,1997-03-28,11,150.72
19339,1901,1997-03-28,2,27.34
19339,1901,1997-03-28,1,22.77
19339,1901,1997-03-28,12,151.96
19339,1901,1997-03-29,11,130.13
19339,1901,1997-03-30,3,54.97
19339,1901,1997-03-30,5,74.79
19339,1901,1997-03-30,7,100.54
19339,1901,1997-04-01,5,94.7
19339,1901,1997-04-02,13,214.77
19339,1901,1997-04-11,5,65.23
19347,1902,1997-03-09,3,43.73
19347,1902,1997-05-31,7,111.76
19347,1902,1997-07-30,3,38.33
19347,1902,1998-03-17,4,53.35
19347,1902,1998-05-24,3,68.47
19360,1903,1997-03-09,2,22.55
19375,1904,1997-03-09,1,28.97
19390,1905,1997-03-09,1,13.97
19392,1906,1997-03-09,2,33.54
19392,1906,1997-04-18,1,11.77
19392,1906,1997-05-28,1,13.97
19392,1906,1997-07-26,2,27.93
19392,1906,1998-06-15,3,40.06
19410,1907,1997-03-09,1,10.99
19422,1908,1997-03-09,1,17.99
19426,1909,1997-03-09,1,13.97
19426,1909,1997-04-13,2,29.92
19426,1909,1997-05-18,1,12.97
19426,1909,1997-06-30,2,15.54
19430,1910,1997-03-09,2,24.74
19430,1910,1997-05-09,3,46.71
19430,1910,1997-07-31,2,28.93
19430,1910,1997-11-13,1,6.49
19443,1911,1997-03-09,2,25.28
19443,1911,1997-03-24,1,12.79
19447,1912,1997-03-09,6,71.02
19458,1913,1997-03-09,1,21.99
19467,1914,1997-03-09,7,95.45
19467,1914,1997-03-09,4,105
19467,1914,1997-03-12,3,42.49
7405,1915,1997-03-10,2,25.74
7405,1915,1997-07-08,8,123.53
7405,1915,1997-10-10,5,63.45
7405,1915,1997-11-09,5,66.95
9793,1916,1997-03-10,1,22.7
9793,1916,1997-04-02,2,32
10296,1917,1997-03-10,1,10.77
16292,1918,1997-03-10,1,15.36
18055,1919,1997-03-10,2,24.98
18055,1919,1997-09-02,1,17.3
19038,1920,1997-03-10,10,120.32
19038,1920,1997-03-31,23,356.56
19038,1920,1997-07-16,5,69.45
19038,1920,1997-11-13,3,32.97
19101,1921,1997-03-10,3,39.5
19101,1921,1997-03-16,1,7.98
19101,1921,1997-04-05,2,33.4
19101,1921,1998-03-10,1,7.49
19475,1922,1997-03-10,2,24.69
19475,1922,1997-04-15,2,34.93
19478,1923,1997-03-10,1,9.77
19496,1924,1997-03-10,1,12.77
19505,1925,1997-03-10,2,36.86
19505,1925,1997-04-13,1,14.96
19505,1925,1997-04-25,1,10.77
19505,1925,1997-05-14,1,13.97
19505,1925,1997-09-26,1,12.99
19505,1925,1998-02-12,1,14.49
19505,1925,1998-05-20,2,19.56
19505,1925,1998-06-06,2,21.37
19505,1925,1998-06-14,2,26.3
19515,1926,1997-03-10,3,38.5
19530,1927,1997-03-10,1,7.98
19542,1928,1997-03-10,2,34.98
19542,1928,1998-01-04,5,83.45
19559,1929,1997-03-10,1,11.97
19559,1929,1997-03-24,1,9.77
19559,1929,1997-09-21,1,14.49
19559,1929,1997-10-23,1,12.99
19559,1929,1997-11-16,1,14.49
19562,1930,1997-03-10,1,19.77
19579,1931,1997-03-10,1,15.99
19584,1932,1997-03-10,4,71.49
19584,1932,1997-08-16,1,14.96
19611,1933,1997-03-10,1,13.77
19615,1934,1997-03-10,1,14.37
19615,1934,1997-07-22,1,15.76
19628,1935,1997-03-10,2,22.54
19628,1935,1997-05-27,2,20.54
19631,1936,1997-03-10,1,11.77
19647,1937,1997-03-10,2,29.58
19685,1938,1997-03-10,2,38.29
19687,1939,1997-03-10,4,74.73
19687,1939,1997-04-04,2,27.34
19687,1939,1997-09-20,3,42.47
19700,1940,1997-03-10,1,26.77
19700,1940,1997-11-07,1,15.99
19700,1940,1997-12-02,1,13.99
19714,1941,1997-03-10,2,23.54
19714,1941,1997-11-07,3,31.97
19714,1941,1998-02-17,3,41.97
19730,1942,1997-03-10,2,31
19751,1943,1997-03-10,2,24.98
19751,1943,1997-03-12,4,55.08
19751,1943,1997-07-29,1,9.97
19755,1944,1997-03-10,2,33.76
4066,1945,1997-03-11,1,15.36
4066,1945,1997-10-09,2,42.48
4066,1945,1997-12-08,3,32.47
4066,1945,1998-01-20,3,39.86
4066,1945,1998-02-26,2,59.55
4066,1945,1998-03-06,5,63.95
4066,1945,1998-03-27,2,63.48
4066,1945,1998-06-22,3,39.46
17724,1946,1997-03-11,4,49.87
17724,1946,1997-03-28,3,35.71
17724,1946,1997-04-08,2,22.54
17724,1946,1997-04-08,1,13.97
17950,1947,1997-03-11,2,9.58
19593,1948,1997-03-11,1,27.97
19670,1949,1997-03-11,1,49.37
19775,1950,1997-03-11,1,11.77
19775,1950,1997-06-25,2,26.14
19778,1951,1997-03-11,2,20.75
19778,1951,1998-05-28,2,24.98
19792,1952,1997-03-11,4,75.09
19805,1953,1997-03-11,3,41.35
19805,1953,1997-03-21,5,70.82
19805,1953,1997-04-23,3,35.31
19805,1953,1997-04-25,3,33.17
19805,1953,1997-06-18,2,31.86
19805,1953,1997-07-04,1,29.6
19805,1953,1997-08-07,2,28.74
19805,1953,1997-11-18,1,13.99
19805,1953,1997-11-18,2,35.98
19817,1954,1997-03-11,2,34.14
19830,1955,1997-03-11,1,16.36
19830,1955,1997-03-21,1,11.77
19830,1955,1997-04-15,3,44.51
19830,1955,1997-05-07,1,11.77
19830,1955,1997-05-15,2,25.74
19830,1955,1997-05-19,2,36.36
19830,1955,1997-06-02,2,28.76
19830,1955,1997-06-17,3,40.49
19830,1955,1997-07-01,2,26.73
19830,1955,1997-07-11,3,33.51
19830,1955,1997-07-25,3,41.5
19830,1955,1997-08-21,2,29.33
19841,1956,1997-03-11,2,25.73
19859,1957,1997-03-11,4,50.47
19873,1958,1997-03-11,1,11.77
19873,1958,1997-04-07,1,14.96
19878,1959,1997-03-11,1,13.97
19878,1959,1997-03-22,1,13.97
19880,1960,1997-03-11,2,29.75
19885,1961,1997-03-11,2,33.74
19885,1961,1997-09-23,1,11.49
19885,1961,1997-11-11,6,77.44
19888,1962,1997-03-11,3,41.97
19888,1962,1997-03-11,2,25.6
19888,1962,1997-07-17,3,38.97
19888,1962,1997-11-12,2,23.48
19892,1963,1997-03-11,1,14.96
19892,1963,1997-03-17,1,14.96
19892,1963,1997-05-26,3,84.97
19892,1963,1998-06-07,1,11.49
19892,1963,1998-06-22,3,38.97
19894,1964,1997-03-11,3,40.3
19894,1964,1997-09-04,1,15.36
19894,1964,1997-09-05,2,35.95
19894,1964,1997-11-05,3,47.47
19902,1965,1997-03-11,1,14.96
19914,1966,1997-03-11,3,46.08
19914,1966,1997-03-14,1,19.99
19914,1966,1997-03-20,1,15.36
19914,1966,1997-03-21,6,77
19914,1966,1998-04-08,1,15.49
19924,1967,1997-03-11,1,14.96
19938,1968,1997-03-11,2,21.76
19954,1969,1997-03-11,3,43.89
19970,1970,1997-03-11,1,14.37
19970,1970,1997-03-11,1,9.77
19988,1971,1997-03-11,2,29.33
20004,1972,1997-03-11,1,8.77
20015,1973,1997-03-11,1,6.77
20037,1974,1997-03-11,6,70.87
10235,1975,1997-03-12,1,22.77
10235,1975,1997-05-13,1,22.77
19757,1976,1997-03-12,1,14.37
20055,1977,1997-03-12,1,14.37
20072,1978,1997-03-12,1,5.98
20096,1979,1997-03-12,1,32.97
20104,1980,1997-03-12,2,29.73
20104,1980,1997-03-24,4,60.25
20111,1981,1997-03-12,3,44.71
20111,1981,1997-03-13,4,66.66
20111,1981,1997-04-18,3,44.88
20111,1981,1997-05-15,3,44.88
20111,1981,1997-06-12,4,60.84
20111,1981,1997-06-20,4,51.67
20111,1981,1997-06-25,3,45.88
20111,1981,1997-07-04,3,44.88
20111,1981,1997-07-08,3,43.89
20111,1981,1997-07-16,3,45.29
20111,1981,1997-07-21,4,61.84
20111,1981,1997-07-29,3,46.88
20111,1981,1997-08-05,3,44.88
20111,1981,1997-08-20,4,49.67
20111,1981,1997-09-05,4,50.87
20111,1981,1997-09-16,6,77.94
20111,1981,1997-09-19,2,25.98
20111,1981,1997-09-27,1,12.99
20111,1981,1997-10-01,3,39.97
20111,1981,1997-10-02,1,12.99
20111,1981,1997-10-04,4,56.96
20111,1981,1997-10-09,3,38.97
20111,1981,1997-10-20,3,38.97
20111,1981,1997-10-30,3,38.97
20111,1981,1997-11-01,3,38.97
20111,1981,1997-11-06,3,38.97
20111,1981,1997-11-07,3,37.97
20111,1981,1997-11-20,3,40.97
20111,1981,1997-12-06,4,53.46
20111,1981,1998-01-06,2,28.98
20111,1981,1998-01-15,1,12.99
20111,1981,1998-01-26,3,38.86
20111,1981,1998-02-03,3,39.56
20111,1981,1998-02-12,3,37.86
20111,1981,1998-02-17,3,36.97
20111,1981,1998-03-26,3,41.47
20111,1981,1998-04-14,3,40.97
20111,1981,1998-04-29,3,32.97
20111,1981,1998-05-07,3,36.75
20111,1981,1998-05-13,1,12.58
20111,1981,1998-05-28,3,37.86
20111,1981,1998-06-17,4,47.96
20117,1982,1997-03-12,2,35.74
20117,1982,1997-05-28,1,14.96
20117,1982,1997-08-25,1,15.36
20117,1982,1997-11-29,1,5.49
20117,1982,1997-12-06,1,11.49
20117,1982,1998-03-20,1,13.99
20130,1983,1997-03-12,1,20.99
20130,1983,1997-05-05,2,31.76
20130,1983,1997-06-03,2,39.95
20133,1984,1997-03-12,1,15.36
20133,1984,1997-10-02,1,19.49
20133,1984,1997-10-20,2,21.98
20140,1985,1997-03-12,3,36.12
20140,1985,1997-03-20,5,42.31
20140,1985,1997-04-02,1,10.77
20150,1986,1997-03-12,1,15.36
20155,1987,1997-03-12,1,15.36
20155,1987,1997-06-21,1,11.97
20155,1987,1997-08-08,2,29.33
20155,1987,1997-11-05,1,11.49
20168,1988,1997-03-12,1,5.78
20181,1989,1997-03-12,1,14.37
20192,1990,1997-03-12,1,14.37
20192,1990,1997-11-21,1,19.49
20192,1990,1998-06-13,1,14.49
20205,1991,1997-03-12,1,11.77
20219,1992,1997-03-12,1,13.97
20219,1992,1997-07-07,1,13.97
20223,1993,1997-03-12,2,28.74
20223,1993,1997-12-26,3,33.47
20239,1994,1997-03-12,1,11.77
20255,1995,1997-03-12,1,11.77
20271,1996,1997-03-12,1,20.3
20285,1997,1997-03-12,1,11.77
20285,1997,1997-12-01,1,9.49
20299,1998,1997-03-12,1,14.37
20315,1999,1997-03-12,1,13.99
20330,2000,1997-03-12,1,13.97
6827,2001,1997-03-13,2,25.74
15459,2002,1997-03-13,3,50.73
19374,2003,1997-03-13,5,55.47
19374,2003,1998-02-16,7,99.93
20116,2004,1997-03-13,7,100.52
20345,2005,1997-03-13,19,192.79
20345,2005,1997-03-22,5,67.45
20345,2005,1997-06-11,4,66.09
20345,2005,1997-07-02,3,55.31
20345,2005,1998-02-25,2,29.98
20345,2005,1998-04-29,3,35.47
20350,2006,1997-03-13,1,22.77
20354,2007,1997-03-13,2,19.54
20354,2007,1997-08-19,1,21.7
20354,2007,1998-01-14,1,12.99
20364,2008,1997-03-13,5,51.87
20364,2008,1998-04-06,1,9.99
20380,2009,1997-03-13,1,11.78
20390,2010,1997-03-13,1,14.37
20390,2010,1997-06-27,1,19.99
20396,2011,1997-03-13,1,9.99
20412,2012,1997-03-13,1,27.99
20412,2012,1997-04-20,1,13.97
20412,2012,1997-05-11,2,26.22
20412,2012,1998-01-28,1,12.99
20412,2012,1998-01-28,1,12.99
20412,2012,1998-03-28,1,13.99
20412,2012,1998-06-14,2,24.98
20414,2013,1997-03-13,1,20.99
20431,2014,1997-03-13,6,93.4
20445,2015,1997-03-13,1,11.77
20459,2016,1997-03-13,1,20.99
20462,2017,1997-03-13,1,44.77
20462,2017,1997-06-30,1,11.77
20462,2017,1997-12-16,1,11.49
20462,2017,1998-03-12,1,14.49
20473,2018,1997-03-13,1,18.36
20491,2019,1997-03-13,3,33.51
20512,2020,1997-03-13,1,6.79
20525,2021,1997-03-13,4,58.66
20525,2021,1998-03-27,2,29.48
20532,2022,1997-03-13,2,26.74
20532,2022,1997-06-12,2,27.94
20532,2022,1998-01-19,1,14.49
20532,2022,1998-03-09,1,9.99
20532,2022,1998-03-26,1,15.49
20532,2022,1998-05-14,1,19.99
20545,2023,1997-03-13,1,12.49
20547,2024,1997-03-13,1,14.37
20547,2024,1997-03-14,1,14.79
20547,2024,1997-04-04,1,14.79
20547,2024,1997-04-12,1,11.77
20547,2024,1997-05-11,1,13.97
20547,2024,1997-06-17,2,25.94
20547,2024,1997-07-06,1,19.99
20547,2024,1997-08-30,1,14.96
20565,2025,1997-03-13,1,15.36
20582,2026,1997-03-13,2,28.34
20592,2027,1997-03-13,1,14.99
20592,2027,1997-05-13,1,10.77
20592,2027,1998-03-22,2,12.18
20601,2028,1997-03-13,1,17.96
