"","cust","x","t.x","litt","sales","sales.x","first","T.cal","T.star","x.star","sales.star","first.sales","xstar.m1","xstar.m2"
"1788",17913,1,16.2857142857143,2.79028829933918,25.74,13.97,1997-03-09,29.2857142857143,39,2,40.97,0.01177,0.77,0.715
"1789",17920,0,0,0,11.77,0,1997-03-04,30,39,0,0,0.01177,0.145,0.2
"1790",17942,0,0,0,19.99,0,1997-03-04,30,39,0,0,0.01999,0.115,0.265
"1791",17950,0,0,0,9.58,0,1997-03-11,29,39,0,0,0.00958,0.255,0.165
"1792",17957,4,7.57142857142857,1.9631931462695,185.45,139.74,1997-03-04,30,39,2,24.98,0.04571,0.32,0.4
"1793",17960,0,0,0,14.9,0,1997-03-04,30,39,0,0,0.0149,0.22,0.18
"1794",17987,0,0,0,30.15,0,1997-03-05,29.8571428571429,39,0,0,0.03015,0.16,0.185
"1795",18002,0,0,0,11.97,0,1997-03-05,29.8571428571429,39,0,0,0.01197,0.225,0.165
"1796",18008,3,24.7142857142857,5.31852007386556,133.24,115.7,1997-03-05,29.8571428571429,39,2,62.55,0.01754,1.99,2.165
"1797",18012,2,16.8571428571429,3.09289602200764,55.88,39.98,1997-03-05,29.8571428571429,39,0,0,0.0159,1.13,1.125
"1798",18027,4,26.5714285714286,6.70909099175271,144.39,130.62,1997-03-05,29.8571428571429,39,5,123.08,0.01377,2.95,3.08
"1799",18028,0,0,0,35.95,0,1997-03-24,27.1428571428571,39,0,0,0.03595,0.145,0.185
"1800",18033,0,0,0,17.9,0,1997-03-05,29.8571428571429,39,1,12.58,0.0179,0.19,0.125
"1801",18035,7,28,3.31402171206966,150.12,90.22,1997-03-05,29.8571428571429,39,2,25.98,0.0599,5.905,5.98
"1802",18038,1,21.5714285714286,3.07136968775961,26.73,14.96,1997-03-05,29.8571428571429,39,1,13.99,0.01177,1.06,1.03
"1803",18043,2,20.7142857142857,2.83441310424812,34.32,29.53,1997-03-05,29.8571428571429,39,14,282.83,0.00479,1.53,1.445
"1804",18046,3,19.8571428571429,2.58207039824164,113.52,85.18,1997-03-21,27.5714285714286,39,7,280.77,0.02834,2.07,2.09
"1805",18048,0,0,0,35.35,0,1997-03-05,29.8571428571429,39,0,0,0.03535,0.19,0.225
"1806",18055,1,25.1428571428571,3.22457384598284,42.28,17.3,1997-03-10,29.1428571428571,39,0,0,0.02498,1.075,0.94
"1807",18057,2,8.14285714285714,2.73622107806891,45.41,27.45,1997-03-05,29.8571428571429,39,1,21.47,0.01796,0.645,0.76
"1808",18066,0,0,0,13.97,0,1997-03-07,29.5714285714286,39,0,0,0.01397,0.245,0.225
"1809",18069,2,15.2857142857143,2.34259042760775,69.48,45.99,1997-03-05,29.8571428571429,39,0,0,0.02349,1.05,1.22
"1810",18083,0,0,0,37.97,0,1997-03-05,29.8571428571429,39,0,0,0.03797,0.145,0.245
"1811",18087,3,2.42857142857143,-1.74338588494384,201.97,141.09,1997-03-05,29.8571428571429,39,3,361.27,0.06088,0.06,0.165
"1812",18096,0,0,0,14.49,0,1997-03-05,29.8571428571429,39,0,0,0.01449,0.14,0.115
"1813",18116,0,0,0,17.74,0,1997-03-05,29.8571428571429,39,0,0,0.01774,0.195,0.19
"1814",18135,0,0,0,14.37,0,1997-03-05,29.8571428571429,39,0,0,0.01437,0.175,0.11
"1815",18138,1,24.5714285714286,3.20158432775814,36.32,16.36,1997-03-05,29.8571428571429,39,2,73.22,0.01996,1.1,0.865
"1816",18150,0,0,0,38.9,0,1997-03-05,29.8571428571429,39,0,0,0.0389,0.2,0.29
"1817",18165,1,14,2.63905732961526,119.91,56.06,1997-03-05,29.8571428571429,39,0,0,0.06385,0.83,0.805
"1818",18166,0,0,0,11.77,0,1997-03-05,29.8571428571429,39,0,0,0.01177,0.2,0.27
"1819",18183,0,0,0,12.77,0,1997-03-05,29.8571428571429,39,0,0,0.01277,0.17,0.12
"1820",18187,3,12.7142857142857,2.11629064011209,34.5,25.53,1997-03-05,29.8571428571429,39,3,67.94,0.00897,0.965,1.08
"1821",18198,0,0,0,41.7,0,1997-03-05,29.8571428571429,39,0,0,0.0417,0.18,0.16
"1822",18213,0,0,0,11.77,0,1997-03-05,29.8571428571429,39,0,0,0.01177,0.16,0.245
"1823",18215,1,2.85714285714286,1.04982212449868,57.64,26.73,1997-03-05,29.8571428571429,39,7,311.94,0.03091,0.245,0.405
"1824",18226,6,26.4285714285714,7.90236667150846,192.57,167.59,1997-03-05,29.8571428571429,39,0,0,0.02498,4.34,4.685
"1825",18232,0,0,0,16.73,0,1997-03-05,29.8571428571429,39,0,0,0.01673,0.205,0.23
"1826",18235,1,17.5714285714286,2.8662742063171,44.97,29.98,1997-03-05,29.8571428571429,39,1,43.86,0.01499,0.865,0.94
"1827",18249,0,0,0,43.11,0,1997-03-05,29.8571428571429,39,0,0,0.04311,0.21,0.195
"1828",18261,2,24.8571428571429,4.63907854036172,95.21,83.44,1997-03-05,29.8571428571429,39,5,190.24,0.01177,1.52,1.84
"1829",18268,3,5.71428571428571,1.70660166088775,111.45,78.97,1997-03-05,29.8571428571429,39,0,0,0.03248,0.39,0.465
"1830",18272,0,0,0,18.76,0,1997-03-05,29.8571428571429,39,0,0,0.01876,0.155,0.23
"1831",18289,0,0,0,25.74,0,1997-03-05,29.8571428571429,39,0,0,0.02574,0.22,0.285
"1832",18310,0,0,0,10.77,0,1997-03-06,29.7142857142857,39,0,0,0.01077,0.21,0.145
"1833",18326,1,20.1428571428571,3.00284974132285,184.77,105.26,1997-03-06,29.7142857142857,39,1,95.93,0.07951,1.035,1.01
"1834",18329,0,0,0,29.98,0,1997-03-06,29.7142857142857,39,0,0,0.02998,0.17,0.14
"1835",18341,0,0,0,18.76,0,1997-03-06,29.7142857142857,39,0,0,0.01876,0.165,0.245
"1836",18356,0,0,0,18.36,0,1997-03-06,29.7142857142857,39,0,0,0.01836,0.205,0.285
"1837",18359,0,0,0,48.76,0,1997-03-14,28.5714285714286,39,6,171.33,0.04876,0.11,0.165
"1838",18360,1,1,0,78.8,63.04,1997-03-07,29.5714285714286,39,0,0,0.01576,0.145,0.41
"1839",18372,0,0,0,55.89,0,1997-03-06,29.7142857142857,39,0,0,0.05589,0.165,0.185
"1840",18388,0,0,0,57.27,0,1997-03-06,29.7142857142857,39,0,0,0.05727,0.18,0.195
"1841",18402,0,0,0,10.77,0,1997-03-06,29.7142857142857,39,0,0,0.01077,0.15,0.21
"1842",18418,0,0,0,40.74,0,1997-03-06,29.7142857142857,39,0,0,0.04074,0.135,0.19
"1843",18424,5,29.5714285714286,8.47503116248404,234.11,212.57,1997-03-06,29.7142857142857,39,9,323.26,0.02154,4.185,4.035
"1844",18434,0,0,0,11.77,0,1997-03-06,29.7142857142857,39,0,0,0.01177,0.185,0.195
"1845",18452,0,0,0,84.79,0,1997-03-06,29.7142857142857,39,0,0,0.08479,0.195,0.285
"1846",18469,0,0,0,15.36,0,1997-03-06,29.7142857142857,39,0,0,0.01536,0.22,0.155
"1847",18475,1,21.1428571428571,3.0513021247088,133.3,87.4,1997-03-06,29.7142857142857,39,2,71.45,0.0459,0.94,0.96
"1848",18484,0,0,0,4.79,0,1997-03-06,29.7142857142857,39,0,0,0.00479,0.205,0.225
"1849",18502,0,0,0,14.37,0,1997-03-06,29.7142857142857,39,0,0,0.01437,0.21,0.13
"1850",18516,0,0,0,28.74,0,1997-03-06,29.7142857142857,39,1,22.98,0.02874,0.14,0.27
"1851",18535,0,0,0,52.71,0,1997-03-06,29.7142857142857,39,0,0,0.05271,0.16,0.17
"1852",18552,0,0,0,16.36,0,1997-03-06,29.7142857142857,39,2,28.47,0.01636,0.17,0.155
"1853",18564,0,0,0,26.14,0,1997-03-06,29.7142857142857,39,1,70.93,0.02614,0.095,0.155
"1854",18576,0,0,0,26.73,0,1997-03-06,29.7142857142857,39,0,0,0.02673,0.14,0.225
"1855",18580,9,23.4285714285714,5.35936061620947,637.06,561.62,1997-03-06,29.7142857142857,39,6,566.16,0.07544,5.735,5.28
"1856",18586,4,28.1428571428571,5.97369832888765,144.76,107.64,1997-03-06,29.7142857142857,39,1,48.46,0.03712,3.075,3.355
"1857",18589,2,27.5714285714286,5.18063636650217,137.01,95.9,1997-03-06,29.7142857142857,39,0,0,0.04111,1.485,1.76
"1858",18596,0,0,0,21.74,0,1997-03-06,29.7142857142857,39,0,0,0.02174,0.125,0.175
"1859",18611,0,0,0,57.48,0,1997-03-06,29.7142857142857,39,1,39.47,0.05748,0.16,0.2
"1860",18617,1,5,1.6094379124341,60.08,48.31,1997-03-06,29.7142857142857,39,3,69.95,0.01177,0.45,0.3
"1861",18629,4,8,2.11206676899591,279.65,182.93,1997-03-06,29.7142857142857,39,1,4.99,0.09672,0.575,0.325
"1862",18634,0,0,0,93.76,0,1997-03-07,29.5714285714286,39,0,0,0.09376,0.18,0.18
"1863",18640,1,20.8571428571429,3.03769647265302,25.74,11.77,1997-03-07,29.5714285714286,39,0,0,0.01397,1,0.96
"1864",18652,0,0,0,15.36,0,1997-03-08,29.4285714285714,39,0,0,0.01536,0.215,0.235
"1865",18672,0,0,0,40.53,0,1997-03-07,29.5714285714286,39,0,0,0.04053,0.235,0.16
"1866",18687,0,0,0,22.99,0,1997-03-07,29.5714285714286,39,0,0,0.02299,0.215,0.24
"1867",18696,1,19.7142857142857,2.98134353610189,43.07,28.77,1997-03-07,29.5714285714286,39,3,89.92,0.0143,0.915,0.805
"1868",18705,0,0,0,16.99,0,1997-03-07,29.5714285714286,39,0,0,0.01699,0.11,0.17
"1869",18711,1,0.714285714285714,-0.336472236621213,31.51,6.77,1997-03-07,29.5714285714286,39,0,0,0.02474,0.3,0.265
"1870",18723,0,0,0,11.77,0,1997-03-07,29.5714285714286,39,0,0,0.01177,0.195,0.22
"1871",18733,0,0,0,29.13,0,1997-03-07,29.5714285714286,39,0,0,0.02913,0.225,0.23
"1872",18752,0,0,0,76.2,0,1997-03-07,29.5714285714286,39,1,40.97,0.0762,0.2,0.185
"1873",18756,1,1.71428571428571,0.538996500732687,38.77,32.99,1997-03-07,29.5714285714286,39,0,0,0.00578,0.28,0.335
"1874",18764,7,28.5714285714286,5.70403233931415,295.53,253.84,1997-03-08,29.4285714285714,39,8,379.91,0.04169,5.665,5.835
"1875",18770,0,0,0,13.97,0,1997-03-07,29.5714285714286,39,0,0,0.01397,0.22,0.14
"1876",18771,1,14.2857142857143,2.65926003693278,58.24,36.7,1997-03-07,29.5714285714286,39,0,0,0.02154,0.66,0.755
"1877",18778,5,29.4285714285714,7.62989297136182,230.74,200.59,1997-03-07,29.5714285714286,39,3,100.43,0.03015,4.305,3.845
"1878",18785,0,0,0,14.37,0,1997-03-07,29.5714285714286,39,0,0,0.01437,0.13,0.14
"1879",18802,1,25,3.2188758248682,30.32,14.96,1997-03-07,29.5714285714286,39,1,11.18,0.01536,0.94,0.91
"1880",18806,0,0,0,27.13,0,1997-03-07,29.5714285714286,39,0,0,0.02713,0.105,0.16
"1881",18819,0,0,0,14.37,0,1997-03-15,28.4285714285714,39,0,0,0.01437,0.165,0.17
"1882",18827,0,0,0,15.96,0,1997-03-07,29.5714285714286,39,0,0,0.01596,0.21,0.115
"1883",18841,0,0,0,38.06,0,1997-03-08,29.4285714285714,39,0,0,0.03806,0.21,0.165
"1884",18856,0,0,0,5.78,0,1997-03-07,29.5714285714286,39,0,0,0.00578,0.155,0.2
"1885",18857,1,27,3.29583686600433,30.89,12.99,1997-03-07,29.5714285714286,39,2,74.44,0.0179,1.005,1.055
"1886",18875,0,0,0,19.99,0,1997-03-07,29.5714285714286,39,0,0,0.01999,0.195,0.315
"1887",18891,1,9.71428571428571,2.27359755612079,28.95,14.99,1997-03-07,29.5714285714286,39,0,0,0.01396,0.73,0.55
"1888",18898,0,0,0,62.11,0,1997-03-07,29.5714285714286,39,0,0,0.06211,0.325,0.255
"1889",18913,1,2,0.693147180559945,32.69,18.99,1997-03-07,29.5714285714286,39,0,0,0.0137,0.35,0.285
"1890",18914,0,0,0,10.77,0,1997-03-07,29.5714285714286,39,0,0,0.01077,0.16,0.24
"1891",18919,1,1.57142857142857,0.451985123743057,58.85,43.89,1997-03-07,29.5714285714286,39,0,0,0.01496,0.325,0.315
"1892",18933,0,0,0,90.98,0,1997-03-08,29.4285714285714,39,0,0,0.04549,0.17,0.25
"1893",18935,1,28.5714285714286,3.35240721749272,22.98,2.99,1997-03-08,29.4285714285714,39,0,0,0.01999,1.075,1.23
"1894",18948,0,0,0,35.31,0,1997-03-08,29.4285714285714,39,0,0,0.03531,0.14,0.21
"1895",18950,1,24,3.17805383034795,33.76,11.77,1997-03-08,29.4285714285714,39,0,0,0.02199,0.895,1.07
"1896",18964,0,0,0,14.37,0,1997-03-08,29.4285714285714,39,0,0,0.01437,0.16,0.225
"1897",18977,0,0,0,20.35,0,1997-03-08,29.4285714285714,39,0,0,0.02035,0.12,0.245
"1898",18985,0,0,0,29.99,0,1997-03-24,27.1428571428571,39,0,0,0.02999,0.165,0.3
"1899",19002,0,0,0,89.49,0,1997-03-08,29.4285714285714,39,0,0,0.08949,0.23,0.18
"1900",19023,0,0,0,45.88,0,1997-03-08,29.4285714285714,39,1,26.98,0.04588,0.145,0.27
"1901",19038,2,18.2857142857143,3.8255309740747,546.33,426.01,1997-03-10,29.1428571428571,39,1,32.97,0.12032,1.325,1.575
"1902",19042,0,0,0,10.77,0,1997-03-08,29.4285714285714,39,0,0,0.01077,0.255,0.275
"1903",19060,15,23.8571428571429,1.01438745968754,368.16,297.52,1997-03-09,29.2857142857143,39,16,428.59,0.07064,8.625,8.99
"1904",19067,0,0,0,14.99,0,1997-03-08,29.4285714285714,39,1,12.99,0.01499,0.225,0.17
"1905",19068,1,2.42857142857143,0.887303195000903,70.68,44.69,1997-03-08,29.4285714285714,39,0,0,0.02599,0.325,0.35
"1906",19079,1,9.57142857142857,2.25878247033565,15.68,9.7,1997-03-08,29.4285714285714,39,0,0,0.00598,0.62,0.54
"1907",19084,0,0,0,29.92,0,1997-03-08,29.4285714285714,39,1,14.49,0.02992,0.145,0.18
"1908",19097,0,0,0,25.77,0,1997-03-08,29.4285714285714,39,1,74.94,0.02577,0.16,0.18
"1909",19101,2,3.71428571428571,0.895671444671419,80.88,41.38,1997-03-10,29.1428571428571,39,1,7.49,0.0395,0.345,0.3
"1910",19105,1,24.1428571428571,3.18398856586776,83.26,14.37,1997-03-08,29.4285714285714,39,1,15.49,0.06889,1.09,1.06
"1911",19110,0,0,0,14.96,0,1997-03-08,29.4285714285714,39,0,0,0.01496,0.18,0.21
"1912",19128,2,10.7142857142857,2.13404567571469,36.51,23.54,1997-03-08,29.4285714285714,39,1,15.49,0.01297,0.71,1
"1913",19131,0,0,0,14.99,0,1997-03-08,29.4285714285714,39,0,0,0.01499,0.15,0.195
"1914",19153,0,0,0,70.82,0,1997-03-08,29.4285714285714,39,0,0,0.02354,0.21,0.17
"1915",19171,0,0,0,43.69,0,1997-03-08,29.4285714285714,39,0,0,0.04369,0.175,0.23
"1916",19175,1,11.4285714285714,2.43611648561857,24.98,9.99,1997-03-08,29.4285714285714,39,0,0,0.01499,0.595,0.77
"1917",19183,0,0,0,6.79,0,1997-03-08,29.4285714285714,39,1,11.88,0.00679,0.24,0.325
"1918",19198,0,0,0,80.73,0,1997-03-09,29.2857142857143,39,1,42.46,0.08073,0.14,0.175
"1919",19207,1,16.2857142857143,2.79028829933918,112.09,59.65,1997-03-09,29.2857142857143,39,9,344.72,0.05244,0.745,0.955
"1920",19220,0,0,0,56.96,0,1997-03-09,29.2857142857143,39,0,0,0.05696,0.205,0.18
"1921",19237,2,20.5714285714286,4.58121199751984,74.21,28.93,1997-03-09,29.2857142857143,39,0,0,0.04528,1.475,1.595
"1922",19240,0,0,0,17.99,0,1997-03-09,29.2857142857143,39,0,0,0.01799,0.165,0.175
"1923",19255,0,0,0,12.49,0,1997-03-09,29.2857142857143,39,0,0,0.01249,0.145,0.245
"1924",19259,3,22.5714285714286,4.76443894142861,86.06,74.29,1997-03-09,29.2857142857143,39,1,23.98,0.01177,2.17,2.185
"1925",19270,0,0,0,25.96,0,1997-03-09,29.2857142857143,39,0,0,0.02596,0.185,0.215
"1926",19286,0,0,0,29.96,0,1997-03-09,29.2857142857143,39,1,26.56,0.02996,0.18,0.23
"1927",19295,2,7.57142857142857,2.36200851346485,52.68,41.91,1997-03-20,27.7142857142857,39,1,42.06,0.01077,0.845,0.895
"1928",19303,0,0,0,29.96,0,1997-03-09,29.2857142857143,39,1,32.48,0.02996,0.185,0.22
"1929",19315,0,0,0,14.99,0,1997-03-09,29.2857142857143,39,0,0,0.01499,0.235,0.225
"1930",19320,1,12.1428571428571,2.496741107435,48.68,22.54,1997-03-09,29.2857142857143,39,7,362.87,0.02614,0.475,0.75
"1931",19332,0,0,0,22.77,0,1997-03-09,29.2857142857143,39,0,0,0.02277,0.165,0.165
"1932",19339,21,4.71428571428571,-35.8942998305856,6552.7,6292.31,1997-03-09,29.2857142857143,39,0,0,0.06963,0,0
"1933",19347,2,20.4285714285714,4.62136487190807,193.82,150.09,1997-03-09,29.2857142857143,39,2,121.82,0.04373,1.49,1.3
"1934",19360,0,0,0,22.55,0,1997-03-09,29.2857142857143,39,0,0,0.02255,0.13,0.235
"1935",19374,0,0,0,55.47,0,1997-03-13,28.7142857142857,39,1,99.93,0.05547,0.21,0.225
"1936",19375,0,0,0,28.97,0,1997-03-09,29.2857142857143,39,0,0,0.02897,0.155,0.18
"1937",19390,0,0,0,13.97,0,1997-03-09,29.2857142857143,39,0,0,0.01397,0.225,0.175
"1938",19392,3,19.8571428571429,5.61756590496765,87.21,53.67,1997-03-09,29.2857142857143,39,1,40.06,0.03354,2.165,1.84
"1939",19410,0,0,0,10.99,0,1997-03-09,29.2857142857143,39,0,0,0.01099,0.14,0.19
"1940",19422,0,0,0,17.99,0,1997-03-09,29.2857142857143,39,0,0,0.01799,0.2,0.22
"1941",19426,3,16.1428571428571,5.03416579150645,72.4,58.43,1997-03-09,29.2857142857143,39,0,0,0.01397,1.56,1.79
"1942",19430,2,20.5714285714286,4.63789417385928,100.38,75.64,1997-03-09,29.2857142857143,39,1,6.49,0.02474,1.585,1.29
"1943",19443,1,2.14285714285714,0.762140052046897,38.07,12.79,1997-03-09,29.2857142857143,39,0,0,0.02528,0.335,0.47
"1944",19447,0,0,0,71.02,0,1997-03-09,29.2857142857143,39,0,0,0.07102,0.295,0.165
"1945",19458,0,0,0,21.99,0,1997-03-09,29.2857142857143,39,0,0,0.02199,0.16,0.255
"1946",19467,1,0.428571428571429,-0.847297860387204,242.94,42.49,1997-03-09,29.2857142857143,39,0,0,0.09545,0.3,0.31
"1947",19475,1,5.14285714285714,1.6376087894008,59.62,34.93,1997-03-10,29.1428571428571,39,0,0,0.02469,0.475,0.315
"1948",19478,0,0,0,9.77,0,1997-03-10,29.1428571428571,39,0,0,0.00977,0.165,0.19
"1949",19496,0,0,0,12.77,0,1997-03-10,29.1428571428571,39,0,0,0.01277,0.18,0.3
"1950",19505,4,28.5714285714286,6.07734033578778,89.55,52.69,1997-03-10,29.1428571428571,39,4,81.72,0.03686,3.47,3.145
"1951",19515,0,0,0,38.5,0,1997-03-10,29.1428571428571,39,0,0,0.0385,0.13,0.16
"1952",19530,0,0,0,7.98,0,1997-03-10,29.1428571428571,39,0,0,0.00798,0.185,0.21
"1953",19542,0,0,0,34.98,0,1997-03-10,29.1428571428571,39,1,83.45,0.03498,0.145,0.255
"1954",19559,2,27.8571428571429,3.94573406277046,36.23,24.26,1997-03-10,29.1428571428571,39,2,27.48,0.01197,1.86,1.485
"1955",19562,0,0,0,19.77,0,1997-03-10,29.1428571428571,39,0,0,0.01977,0.215,0.23
"1956",19579,0,0,0,15.99,0,1997-03-10,29.1428571428571,39,0,0,0.01599,0.205,0.16
"1957",19584,1,22.7142857142857,3.12299405316492,86.45,14.96,1997-03-10,29.1428571428571,39,0,0,0.07149,1.05,1.15
"1958",19593,0,0,0,27.97,0,1997-03-11,29,39,0,0,0.02797,0.21,0.25
"1959",19611,0,0,0,13.77,0,1997-03-10,29.1428571428571,39,0,0,0.01377,0.255,0.17
"1960",19615,1,19.1428571428571,2.9519296508956,30.13,15.76,1997-03-10,29.1428571428571,39,0,0,0.01437,1.05,0.86
"1961",19628,1,11.1428571428571,2.41079867763428,43.08,20.54,1997-03-10,29.1428571428571,39,0,0,0.02254,0.53,0.68
"1962",19631,0,0,0,11.77,0,1997-03-10,29.1428571428571,39,0,0,0.01177,0.185,0.18
"1963",19647,0,0,0,29.58,0,1997-03-10,29.1428571428571,39,0,0,0.02958,0.23,0.13
"1964",19670,0,0,0,49.37,0,1997-03-11,29,39,0,0,0.04937,0.175,0.285
"1965",19685,0,0,0,38.29,0,1997-03-10,29.1428571428571,39,0,0,0.03829,0.24,0.15
"1966",19687,2,27.7142857142857,4.45695424168065,144.54,69.81,1997-03-10,29.1428571428571,39,0,0,0.07473,1.545,1.69
"1967",19700,0,0,0,26.77,0,1997-03-10,29.1428571428571,39,2,29.98,0.02677,0.175,0.12
"1968",19714,0,0,0,23.54,0,1997-03-10,29.1428571428571,39,2,73.94,0.02354,0.19,0.215
"1969",19730,0,0,0,31,0,1997-03-10,29.1428571428571,39,0,0,0.031,0.165,0.125
"1970",19751,2,20.1428571428571,1.73580081558001,90.03,65.05,1997-03-10,29.1428571428571,39,0,0,0.02498,1.495,1.32
"1971",19755,0,0,0,33.76,0,1997-03-10,29.1428571428571,39,0,0,0.03376,0.23,0.23
"1972",19757,0,0,0,14.37,0,1997-03-12,28.8571428571429,39,0,0,0.01437,0.205,0.16
"1973",19775,1,15.1428571428571,2.71752894505675,37.91,26.14,1997-03-11,29,39,0,0,0.01177,0.75,0.695
"1974",19778,0,0,0,20.75,0,1997-03-11,29,39,1,24.98,0.02075,0.145,0.24
"1975",19792,0,0,0,75.09,0,1997-03-11,29,39,0,0,0.07509,0.165,0.25
"1976",19805,6,21.2857142857143,5.10471223410881,270.85,229.5,1997-03-11,29,39,1,49.97,0.04135,3.16,3.665
"1977",19817,0,0,0,34.14,0,1997-03-11,29,39,0,0,0.03414,0.11,0.28
"1978",19830,11,23.2857142857143,6.8968717833582,346.83,330.47,1997-03-11,29,39,0,0,0.01636,8.165,6.925
"1979",19841,0,0,0,25.73,0,1997-03-11,29,39,0,0,0.02573,0.145,0.19
"1980",19859,0,0,0,50.47,0,1997-03-11,29,39,0,0,0.05047,0.21,0.195
"1981",19873,1,3.85714285714286,1.34992671694902,26.73,14.96,1997-03-11,29,39,0,0,0.01177,0.38,0.46
"1982",19878,1,1.57142857142857,0.451985123743057,27.94,13.97,1997-03-11,29,39,0,0,0.01397,0.21,0.225
"1983",19880,0,0,0,29.75,0,1997-03-11,29,39,0,0,0.02975,0.16,0.145
"1984",19885,1,28,3.3322045101752,45.23,11.49,1997-03-11,29,39,1,77.44,0.03374,1.105,0.93
"1985",19886,0,0,0,39.37,0,1997-03-24,27.1428571428571,39,0,0,0.03937,0.255,0.15
"1986",19888,1,18.2857142857143,2.9061201148643,106.54,38.97,1997-03-11,29,39,1,23.48,0.04197,0.82,1
"1987",19892,2,10.8571428571429,2.14843441316679,114.89,99.93,1997-03-11,29,39,2,50.46,0.01496,1.19,0.885
"1988",19894,2,25.4285714285714,1.2843294344632,91.61,51.31,1997-03-11,29,39,1,47.47,0.0403,1.85,1.47
"1989",19902,0,0,0,14.96,0,1997-03-11,29,39,0,0,0.01496,0.23,0.185
"1990",19914,3,1.42857142857143,-2.94735868926978,158.43,112.35,1997-03-11,29,39,1,15.49,0.04608,0.065,0.025
"1991",19924,0,0,0,14.96,0,1997-03-11,29,39,0,0,0.01496,0.185,0.255
"1992",19938,0,0,0,21.76,0,1997-03-11,29,39,0,0,0.02176,0.17,0.14
"1993",19954,0,0,0,43.89,0,1997-03-11,29,39,0,0,0.04389,0.13,0.15
"1994",19970,0,0,0,24.14,0,1997-03-11,29,39,0,0,0.01437,0.21,0.17
"1995",19988,0,0,0,29.33,0,1997-03-11,29,39,0,0,0.02933,0.175,0.18
"1996",20004,0,0,0,8.77,0,1997-03-11,29,39,0,0,0.00877,0.19,0.28
"1997",20015,0,0,0,6.77,0,1997-03-11,29,39,0,0,0.00677,0.2,0.175
"1998",20028,0,0,0,12.49,0,1997-03-14,28.5714285714286,39,0,0,0.01249,0.205,0.26
"1999",20037,0,0,0,70.87,0,1997-03-11,29,39,0,0,0.07087,0.17,0.245
"2000",20055,0,0,0,14.37,0,1997-03-12,28.8571428571429,39,0,0,0.01437,0.19,0.16
"2001",20072,0,0,0,5.98,0,1997-03-12,28.8571428571429,39,0,0,0.00598,0.205,0.16
"2002",20096,0,0,0,32.97,0,1997-03-12,28.8571428571429,39,0,0,0.03297,0.175,0.17
"2003",20104,1,1.71428571428571,0.538996500732687,89.98,60.25,1997-03-12,28.8571428571429,39,0,0,0.02973,0.36,0.315
"2004",20111,17,28.4285714285714,3.17430534460275,864.63,819.92,1997-03-12,28.8571428571429,39,24,882.95,0.04471,15.43,16.515
"2005",20116,0,0,0,100.52,0,1997-03-13,28.7142857142857,39,0,0,0.10052,0.185,0.18
"2006",20117,2,23.7142857142857,4.9406214934752,66.06,30.32,1997-03-12,28.8571428571429,39,3,30.97,0.03574,1.57,1.715
"2007",20130,2,11.8571428571429,3.46445957844012,92.7,71.71,1997-03-12,28.8571428571429,39,0,0,0.02099,1.035,1
"2008",20133,0,0,0,15.36,0,1997-03-12,28.8571428571429,39,2,41.47,0.01536,0.21,0.18
"2009",20136,2,25.2857142857143,4.98024621529771,78.56,69.79,1997-03-14,28.5714285714286,39,0,0,0.00877,1.73,1.535
"2010",20140,2,3,0.752570601030746,89.2,53.08,1997-03-12,28.8571428571429,39,0,0,0.03612,0.43,0.335
"2011",20150,0,0,0,15.36,0,1997-03-12,28.8571428571429,39,0,0,0.01536,0.195,0.18
"2012",20155,2,21.2857142857143,4.59450122963852,56.66,41.3,1997-03-12,28.8571428571429,39,1,11.49,0.01536,1.485,1.605
"2013",20168,0,0,0,5.78,0,1997-03-12,28.8571428571429,39,0,0,0.00578,0.21,0.19
"2014",20181,0,0,0,14.37,0,1997-03-12,28.8571428571429,39,0,0,0.01437,0.215,0.225
"2015",20192,0,0,0,14.37,0,1997-03-12,28.8571428571429,39,2,33.98,0.01437,0.135,0.18
"2016",20205,0,0,0,11.77,0,1997-03-12,28.8571428571429,39,0,0,0.01177,0.15,0.235
"2017",20219,1,16.7142857142857,2.81626378574244,27.94,13.97,1997-03-12,28.8571428571429,39,0,0,0.01397,0.925,0.845
"2018",20223,0,0,0,28.74,0,1997-03-12,28.8571428571429,39,1,33.47,0.02874,0.18,0.16
"2019",20239,0,0,0,11.77,0,1997-03-12,28.8571428571429,39,0,0,0.01177,0.21,0.225
"2020",20255,0,0,0,11.77,0,1997-03-12,28.8571428571429,39,0,0,0.01177,0.265,0.145
"2021",20271,0,0,0,20.3,0,1997-03-12,28.8571428571429,39,0,0,0.0203,0.125,0.195
"2022",20285,0,0,0,11.77,0,1997-03-12,28.8571428571429,39,1,9.49,0.01177,0.27,0.235
"2023",20299,0,0,0,14.37,0,1997-03-12,28.8571428571429,39,0,0,0.01437,0.165,0.255
"2024",20315,0,0,0,13.99,0,1997-03-12,28.8571428571429,39,0,0,0.01399,0.175,0.225
"2025",20330,0,0,0,13.97,0,1997-03-12,28.8571428571429,39,0,0,0.01397,0.225,0.16
"2026",20345,3,15.8571428571429,3.79846572256614,381.64,188.85,1997-03-13,28.7142857142857,39,2,65.45,0.19279,1.725,1.945
"2027",20350,0,0,0,22.77,0,1997-03-13,28.7142857142857,39,0,0,0.02277,0.18,0.165
